county,investment_window,project,year_of_completion,programme,funding_source,brief,category,investment_class,investment_type/water_supply,investment_type/sanitation,investment_type/water_resources,investment_exists_group/other_data/completed,investment_exists_group/other_data/date_completed,investment_exists_group/investment/branded,investment_exists_group/investment/branding_condition,investment_exists_group/sustainability/operational_status,sustainability/investment_needs_major_repair,investment_exists_group/sustainability/reliability,investment_exists_group/sustainability/condition_of_facility,investment_exists_group/sustainability/quality_of_work,investment_exists_group/sustainability/revenue_collected,sustainability/operations_responsibility,impact_and_gesi/operations_responsibility_GESI,impact_and_gesi/Number_of_people_beneficiaries_inc_children,investment_exists_group/impact_and_gesi/facility_hygiene_level,impact_and_gesi/functional_handwashing_facility,investment_exists_group/impact_and_gesi/water_quantity,investment_exists_group/impact_and_gesi/water_quality,investment_exists_group/impact_and_gesi/service_reliability,impact_and_gesi/service_reliability_hours_per_day,impact_and_gesi/service_reliability_days_per_month,impact_and_gesi/service_reliability_months_per_year,impact_and_gesi/facility_provisional_to/Disability,impact_and_gesi/facility_provisional_to/Gender,impact_and_gesi/facility_provisional_to/Age,investment_exists_group/Facility_picture,_GPS_location_latitude,_GPS_location_longitude,_GPS_location_altitude,_GPS_location_precision
Meru,WRI,Middle Kathita WRUA,2017/2018,IFAD,IFAD,"Rain roof water harvesting ( 5 tanks),Final report preparation. Baseline survey,  Abstraction survey,  pollution Survey, Promote water harvesting, (7 tanks). Riparian land conservation - Tree planting ( 15,000 seedlings)

",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,43160,yes,Good,Operational,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Abundant,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790918?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548660118633.jpg,0.035428333,37.66303333,1510.4,3.4
Meru,WRI,Middle Kathita WRUA,2017/2018,IFAD,IFAD,"Rain roof water harvesting ( 5 tanks),Final report preparation. Baseline survey,  Abstraction survey,  pollution Survey, Promote water harvesting, (7 tanks). Riparian land conservation - Tree planting ( 15,000 seedlings)

",water_resources,catchment_management,n/a,n/a,n/a,yes,43160,no,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790923?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548662465665.jpg,0.043261667,37.64904167,1609.6,5.2
Meru,WRI,MEFECAP CFA,2016/2017,IFAD,IFAD,"Training of 30 members on Sustainable Forest Management; Procure 50,000no. Tree seedlings and undertake rehabilitation works on Tege and Kibaranyeki forests. Works include; bush clearing, beating up, planting and spot weeding; Conservation works; procurement of 150 energy saving jikos; Success rate of the planted trees is approximately 50%",water_resources,catchment_management,n/a,n/a,n/a,yes,42491,no,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790926?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548667779252.jpg,0.050633333,37.58699167,1966.5,5.5
Meru,WRI,MEFECAP CFA,2016/2017,IFAD,IFAD,"Training of 30 members on Sustainable Forest Management; Procure 50,000no. Tree seedlings and undertake rehabilitation works on Tege and Kibaranyeki forests. Works include; bush clearing, beating up, planting and spot weeding; Conservation works; procurement of 150 energy saving jikos; Success rate of the planted trees is approximately 50%",water_resources,catchment_management,n/a,n/a,n/a,yes,43160,n/a,n/a,Partially_operational,n/a,n/a,Good,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790927?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548672934946.jpg,0.005738333,37.57341667,2090,6
Meru,WRI,MEFECAP CFA,2016/2017,IFAD,IFAD,"Training of 30 members on Sustainable Forest Management; Procure 50,000no. Tree seedlings and undertake rehabilitation works on Tege and Kibaranyeki forests. Works include; bush clearing, beating up, planting and spot weeding; Conservation works; procurement of 150 energy saving jikos; Success rate of the planted trees is approximately 50%",water_resources,catchment_management,n/a,n/a,n/a,yes,42491,n/a,n/a,Operational,n/a,n/a,Good,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790928?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548671542402.jpg,0.003333333,37.56459833,2118.8,6
Meru,WRI,Ntimaka CFA,2017/2018,IFAD,IFAD,"Capacity building Energy saving jikos (170) monitoring/supervision. Forest rehabilitation (20 Ha
Monitoring and supervision

",water_resources,catchment_management,n/a,n/a,n/a,yes,42856,n/a,n/a,Operational,n/a,n/a,Good,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790933?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548678307740.jpg,0.084315,37.48065167,2500.3,3.6
Meru,WRI,Ntimaka CFA,2017/2018,IFAD,IFAD,"Capacity building Energy saving jikos (170) monitoring/supervision. Forest rehabilitation (20 Ha
Monitoring and supervision

",water_resources,catchment_management,n/a,n/a,n/a,yes,42948,n/a,n/a,Operational,n/a,n/a,Good,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790936?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548678672122.jpg,0.084001667,37.48075833,2500.9,4.1
Meru,WRI,Middle Kathita WRUA,2017/2018,IFAD,IFAD,"Rain roof water harvesting ( 5 tanks),Final report preparation. Baseline survey,  Abstraction survey,  pollution Survey, Promote water harvesting, (7 tanks). Riparian land conservation - Tree planting ( 15,000 seedlings)

",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,43040,yes,Fair,Operational,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Enough,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790950?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548657294525.jpg,0.04049427,37.66834611,1466.707764,3.216
Meru,WRI,Middle Kathita WRUA,2017/2018,IFAD,IFAD,"Rain roof water harvesting ( 5 tanks),Final report preparation. Baseline survey,  Abstraction survey,  pollution Survey, Promote water harvesting, (7 tanks). Riparian land conservation - Tree planting ( 15,000 seedlings)

",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,42644,yes,Good,Operational,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Enough,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790960?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548661327951.jpg,0.03932567,37.64660287,1638.504395,4.288
Meru,WRI,Middle Kathita WRUA,2017/2018,IFAD,IFAD,"Rain roof water harvesting ( 5 tanks),Final report preparation. Baseline survey,  Abstraction survey,  pollution Survey, Promote water harvesting, (7 tanks). Riparian land conservation - Tree planting ( 15,000 seedlings)

",water_resources,catchment_management,n/a,n/a,n/a,yes,43009,n/a,n/a,n/a,n/a,n/a,Fair,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790974?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548662399993.jpg,0.04329961,37.6497473,1571.638672,4.288
Meru,WRI,MEFECAP CFA,2016/2017,IFAD,IFAD,"Training of 30 members on Sustainable Forest Management; Procure 50,000no. Tree seedlings and undertake rehabilitation works on Tege and Kibaranyeki forests. Works include; bush clearing, beating up, planting and spot weeding; Conservation works; procurement of 150 energy saving jikos; Success rate of the planted trees is approximately 50%",water_resources,catchment_management,n/a,n/a,n/a,yes,42675,n/a,n/a,Non_operational,n/a,n/a,Poor,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10790988?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548670618972.jpg,0.00528834,37.56435541,2087.486328,3.216
Meru,WRI,Ntimaka CFA,2017/2018,IFAD,IFAD,"Capacity building Energy saving jikos (170) monitoring/supervision. Forest rehabilitation (20 Ha
Monitoring and supervision

",water_resources,catchment_management,n/a,n/a,n/a,yes,42948,n/a,n/a,Operational,n/a,n/a,Good,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10791021?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548678615494.jpg,0.08474013,37.47924571,2459.567139,4.288
Meru,UIP,Timau Water Project,2016/2017,UPC,KfW,"2 Kiosks, 17,500 M pipe, 1 Tank",water_supply,distribution_system,water_kiosk,n/a,n/a,yes,41671,yes,Fair,Partially_operational,no,Seasonal,Fair,Fair,yes,Individual,Women,300,n/a,n/a,Limited,Good,Days_per_Month,n/a,8_16,n/a,TRUE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10791025?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548686658266.jpg,0.09140309,37.23861874,2168.651855,3.216
Meru,UIP,Timau Water Project,2016/2017,UPC,KfW,"2 Kiosks, 17,500 M pipe, 1 Tank",water_supply,storage_tank,masonry_tank,n/a,n/a,yes,42005,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,Abundant,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10791034?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548687841940.jpg,0.07301122,37.24826413,2224.211182,4.288
Meru,UIP,Timau Water Project,2016/2017,UPC,KfW,"2 Kiosks, 17,500 M pipe, 1 Tank",water_supply,pipeline,n/a,n/a,n/a,yes,42005,no,n/a,Operational,no,Seasonal,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10791042?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548689711450.jpg,0.07301835,37.24839923,2243.764404,3.216
Kiambu,UIP,Riabai And Kihingo Water Project,2013/2014,UPC,KfW,"1 Kiosk, 1 Tank, 150 Consumer Meters",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,32143,n/a,n/a,Operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10793438?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548671757035.jpg,-1.159097389,36.84129163,1682.800415,6
Kiambu,UIP,Riabai And Kihingo Water Project,2013/2014,UPC,KfW,"1 Kiosk, 1 Tank, 150 Consumer Meters",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,43101,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10793442?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548672070836.jpg,-1.158479419,36.84085994,1688.97644,6
Garissa,RIP,Garissa Special School,2014/2015,MTAP I,Danida,"Two, 2 Door, Vip Latrines and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.445403333,39.65846,160.7,2.6
Garissa,RIP,Garissa Primary School,2013/2014,MTAP I,Danida,"Two, 2 Door, Vip Latrines and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,yes,Fair,Operational,no,n/a,Good,Good,n/a,n/a,n/a,1352,Good,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10796486?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548743505042.jpg,-0.456636667,39.6464,140,5.4
Kiambu,RIP,,,,,,water_supply,distribution_system,stand_pipe,n/a,n/a,yes,42005,no,n/a,Operational,no,Regular,Good,Good,no,n/a,n/a,2731,n/a,n/a,Abundant,Good,Months_per_Year,n/a,n/a,9_12,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10796557?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548750559527.jpg,-1.026487366,37.24625189,1408.608398,6
Garissa,RIP,Sankuri Primary School,2014/2015,MTAP I,Danida,"Two, 2 Door, Vip Latrines and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,yes,Fair,Operational,yes,n/a,Fair,Good,n/a,n/a,n/a,616,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10796579?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548748201738.jpg,-0.30160013,39.55585961,128.4628296,3.216
Garissa,RIP,Dololo midi mosque sanitation project,2015/2016,MTAP I,Danida,"Two, 2Door, Vip Latrines",sanitation,community_sanitation_facility,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,yes,Fair,Partially_operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,936,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,FALSE,TRUE,http://classic.ona.io/api/v1/files/10796868?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548751665760.jpg,-0.24002845,39.49741593,120.527832,5.36
Garissa,RIP,Bulla Ture community sanitation project,2015/2016,MTAP I,Danida,"Two, 2Door, Vip Latrines",sanitation,community_sanitation_facility,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,yes,Good,Operational,no,n/a,Good,Good,n/a,n/a,n/a,504,Good,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10797075?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548753849676.jpg,-0.20601488,39.46257135,135.6779175,4.288
Garissa,RIP,Ture ECD sanitation project,2015/2016,MTAP II,Danida,"Two, 2 Door, Vip Latrines",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,no,n/a,Operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,0,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10797241?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548754522439.jpg,-0.20360264,39.46070739,131.1456299,4.288
Garissa,RIP,Saka Primary School,2013/2014,MTAP I,Danida,"Two, 2 Door, Vip Latrines and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,yes,Fair,Partially_operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,619,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10797442?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548758302544.jpg,-0.143526667,39.32684,181,5.9
Garissa,RIP,Kasha Primary School,2014/2015,MTAP I,Danida,"Two, 2 Door, Vip Latrines and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41974,yes,Good,Operational,no,n/a,Good,Good,n/a,n/a,n/a,289,Good,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10797482?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548761953911.jpg,-0.060053333,39.14192333,233.2,5.5
Kiambu,UIP,Makutano/Kilimambogo Public Toilet Project,2013/2014,UPC,KfW,"1 PSF, 1 Septic tank",sanitation,psf,n/a,cistern_flush_squatting,cistern_flush_squatting,yes,42005,yes,Good,Operational,no,n/a,Good,Good,yes,Employee,Women,40,Good,yes,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,http://classic.ona.io/api/v1/files/10798054?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548756830931.jpg,-1.062484849,37.23858708,1413,6
Kiambu,UIP,Mwana-Wikio Water Project,2013/2014,UPC,KfW,"1 Kiosk, 100 Consumer Meters",water_supply,distribution_system,water_kiosk,n/a,n/a,yes,41640,yes,Fair,Operational,no,Seasonal,Fair,Fair,yes,Individual,Women,700,n/a,n/a,Shortages,Good,Days_per_Month,n/a,8_16,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798210?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548761024574.jpg,-1.04603461,37.15327028,1459,6
Kiambu,UIP,Indian Burzar Water Project,2014/2015,UPC,KfW,"10 YT, 4572 M pipe, 150 Consumer Meters, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42370,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798328?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548666804321.jpg,-1.16990397,36.81565435,1718,7
Kiambu,UIP,Indian Burzar Water Project,2014/2015,UPC,KfW,"10 YT, 4572 M pipe, 150 Consumer Meters, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42370,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798364?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548669148147.jpg,-1.17174521,36.82332251,1723,6
Kiambu,UIP,Riabai And Kihingo Water Project,2013/2014,UPC,KfW,"1 Kiosk, 1 Tank, 150 Consumer Meters",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42005,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798366?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548676280512.jpg,-1.16447026,36.82594984,1718,6
Kiambu,UIP,Riabai And Kihingo Water Project,2013/2014,UPC,KfW,"1 Kiosk, 1 Tank, 150 Consumer Meters",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42278,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798387?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548674597530.jpg,-1.15491094,36.81643017,1744,5
Kiambu,UIP,Riabai And Kihingo Water Project,2013/2014,UPC,KfW,"1 Kiosk, 1 Tank, 150 Consumer Meters",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42370,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798400?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548672163269.jpg,-1.15860898,36.84069092,1728,9
Kiambu,UIP,Riabai And Kihingo Water Project,2013/2014,UPC,KfW,"1 Kiosk, 1 Tank, 150 Consumer Meters",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42491,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798410?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548671639832.jpg,-1.1592815,36.8414756,1668,6
Kiambu,RIP,Ndula Water & Sanitation Project,2014/2015,CPC,GoF,"Spring Intake Construction, Distribution Lines, Stand Pipes, 75m3 Masonry Tank, Vip Latrines & Training.",water_supply,pipeline,n/a,n/a,n/a,yes,42248,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798432?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548753401296.jpg,-1.0233817,37.24283561,1375,3
Kiambu,UIP,"Githima/Munyu,Makutano/Kilimambogo Water Project",2013/2014,UPC,KfW,"3 Kiosks, Â 101 Conumer Meters",water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42461,yes,Fair,Non_operational,no,Rare_or_Not,Poor,Good,no,Committee,Women,0,n/a,n/a,Permanently_dry,unknown,Hours_per_Day,0-6,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798448?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548765248615.jpg,-1.1017766,37.15066557,1456,4
Kiambu,RIP,Ndula Water & Sanitation Project,2014/2015,CPC,GoF,"Spring Intake Construction, Distribution Lines, Stand Pipes, 75m3 Masonry Tank, Vip Latrines & Training.",water_supply,intake_water_source,spring,n/a,n/a,yes,42005,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,Abundant,Very_good,Months_per_Year,n/a,n/a,9_12,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10798461?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548751489391.jpg,-1.02352667,37.21012032,1420,4
Wajir,RIP,Handaraka Primary School,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,no,n/a,Non_operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,0,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798532?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548667298766.jpg,3.334190156,39.769548,757,6
Wajir,RIP,Handaraka Primary School,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,no,n/a,Non_operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,0,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798533?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548668235105.jpg,3.333012708,39.76954012,750,5
Wajir,RIP,Danaba Primary School,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,no,n/a,Operational,no,n/a,Fair,Fair,n/a,n/a,n/a,13,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798537?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548672715020.jpg,3.338600169,39.78518033,766,6
Wajir,RIP,Danaba Primary School,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,no,n/a,Operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,112,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798538?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548673217263.jpg,3.338198969,39.78596178,765,6
Wajir,RIP,Erestino Primary school,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,no,n/a,Non_operational,yes,n/a,Poor,Poor,n/a,n/a,n/a,0,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798540?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548680029670.jpg,3.467061887,39.61749357,882,6
Wajir,RIP,Erestino Primary school,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,no,n/a,Operational,no,n/a,Fair,Fair,n/a,n/a,n/a,13,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10798541?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548680608899.jpg,3.4668901,39.61733197,883,6
